source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
BongThom,Hr Assistant,Peoplelink,Kampot,Freelance,Human Resources,221,3126,1673.5,2905,USD,0,master,khmer; communication; conflict resolution; ms office; recruitment; hris; labor law,"We are looking for a talented HR Assistant to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Kampot. Required skills include: khmer, communication, conflict resolution. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Real Estate Consultant,Knight Frank Cambodia,Siem Reap,Full-time,Real Estate,,,,,,1,master,ms office; customer service; real estate law; english; valuation; market research; networking; negotiation,"We are looking for a talented Real Estate Consultant to join our team at Knight Frank Cambodia. The candidate will be responsible for contributing to our real estate operations in Siem Reap. Required skills include: ms office, customer service, real estate law. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Early Childhood Educator,Ace Cambodia,Remote,Part-time,Education & Training,372,4472,2422,4100,USD,6,bachelor,curriculum design; e-learning; lesson planning; classroom management,"We are looking for a talented Early Childhood Educator to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Remote. Required skills include: curriculum design, e-learning, lesson planning. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Medical Doctor,Sunrise Japan Hospital,Remote,Full-time,Healthcare,493,7277,3885,6784,USD,3,master,first aid; emr systems; communication; patient care; english; empathy,"We are looking for a talented Medical Doctor to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Remote. Required skills include: first aid, emr systems, communication. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Inventory Controller,Phnom Penh Autonomous Port,Phnom Penh,Full-time,Logistics & Transport,302,3324,1813,3022,USD,3,master,logistics; customs clearance,"We are looking for a talented Inventory Controller to join our team at Phnom Penh Autonomous Port. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: logistics, customs clearance. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Pharmacist,Khema International,Phnom Penh,Full-time,Healthcare,380,4010,2195,3630,USD,1,bachelor,first aid; clinical assessment; medical terminology; emr systems; patient care; english; empathy; khmer,"We are looking for a talented Pharmacist to join our team at Khema International. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: first aid, clinical assessment, medical terminology. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Database Administrator,Smartaxiom,Siem Reap,Internship,Technology & It,361,4208,2284.5,3847,USD,0,none,aws; java; node.js; git; sql; php,"We are looking for a talented Database Administrator to join our team at SmartAxiom. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. This is an internship opportunity suitable for fresh graduates. Required skills include: aws, java, node.js. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Fleet Manager,Phnom Penh Autonomous Port,Phnom Penh,Full-time,Logistics & Transport,236,1953,1094.5,1717,USD,4,bachelor,khmer; excel,"We are looking for a talented Fleet Manager to join our team at Phnom Penh Autonomous Port. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: khmer, excel. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Tour Guide,Heritage Suites,Kampong Cham,Full-time,Hospitality & Tourism,420,4507,2463.5,4087,USD,4,bachelor,f&b service; khmer; communication; hotel management; english; chinese; teamwork,"We are looking for a talented Tour Guide to join our team at Heritage Suites. The candidate will be responsible for contributing to our hospitality & tourism operations in Kampong Cham. Required skills include: f&b service, khmer, communication. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Ap/Ar Specialist,Rsm Cambodia,Battambang,Internship,Accounting & Audit,234,3097,1665.5,2863,USD,0,bachelor,english; sage; attention to detail; excel; tax law; erp; quickbooks; financial reporting,"We are looking for a talented AP/AR Specialist to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: english, sage, attention to detail. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Data Analyst,Anz Royal,Phnom Penh,Full-time,Technology & It,611,5287,2949,4676,USD,0,master,mysql; linux; python; javascript; flutter; git; api development; mongodb,"We are looking for a talented Data Analyst to join our team at ANZ Royal. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: mysql, linux, python. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Livestock Officer,Tonle Sap Agri,Remote,Contract,Agriculture & Farming,227,1650,938.5,1423,USD,3,high school,pest control; field work; irrigation; gis; report writing,"We are looking for a talented Livestock Officer to join our team at Tonle Sap Agri. The candidate will be responsible for contributing to our agriculture & farming operations in Remote. Required skills include: pest control, field work, irrigation. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Public Health Officer,Mcc Medical,Battambang,Freelance,Healthcare,520,9337,4928.5,8817,USD,4,master,medical terminology; communication; empathy; infection control; first aid; emr systems,"We are looking for a talented Public Health Officer to join our team at MCC Medical. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: medical terminology, communication, empathy. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Ap/Ar Specialist,Deloitte Cambodia,Takeo,Full-time,Accounting & Audit,363,5465,2914,5102,USD,3,high school,sage; attention to detail; financial reporting; accounting standards; tax law,"We are looking for a talented AP/AR Specialist to join our team at Deloitte Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Takeo. Required skills include: sage, attention to detail, financial reporting. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Agricultural Officer,Rma Cambodia,Siem Reap,Full-time,Agriculture & Farming,,,,,,1,bachelor,irrigation; pest control; report writing; khmer,"We are looking for a talented Agricultural Officer to join our team at RMA Cambodia. The candidate will be responsible for contributing to our agriculture & farming operations in Siem Reap. Required skills include: irrigation, pest control, report writing. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
